mention_id,mention_date,period_key,snapshot_target_date,snapshot_resolved_date,snapshot_offset_days,mention_to_snapshot_days,snapshot_resolution,tranco_list_id,tranco_list_created_on,domain,matched_domain,match_type,tranco_rank_at_date,reach_score_at_date,reach_percentile_at_date,reach_tier_at_date,outlet,country,canonical_publication_id,canonical_publication_title,mention_title,mention_url
2026-02-16_mentions_10.1016_j.cub.2018.04.062__108,2018-05-30T12:43:41,2018-Q2,2018-05-15,,,,unresolved,,,feedproxy.google.com,,unmatched,0,0.0,0.0,unranked,Sci-News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Dinosaur-Killing Asteroid Impact Devastated Forests, Wiped Out Tree-Dwelling Birds | Paleontology | Sci-News.com",http://feedproxy.google.com/~r/BreakingScienceNews/~3/o7T5H3TYq0g/dinosaur-killing-asteroid-impact-forests-tree-dwelling-birds-06049.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__106,2018-05-30T14:45:39,2018-Q2,2018-05-15,,,,unresolved,,,spacedaily.com,,unmatched,0,0.0,0.0,unranked,Space Daily,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When the dinosaurs died, so did forests and tree-dwelling birds",http://www.spacedaily.com/reports/When_the_dinosaurs_died_so_did_forests_and_tree_dwelling_birds_999.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__104,2018-05-31T13:38:25,2018-Q2,2018-05-15,,,,unresolved,,,minnpost.com,,unmatched,0,0.0,0.0,unranked,MinnPost,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How did the 'dinosaur birds' survive? New findings trace a surprising story,https://www.minnpost.com/earth-journal/2018/05/how-did-dinosaur-birds-survive-new-findings-trace-surprising-story
2026-02-16_mentions_10.1016_j.cub.2018.04.062__98,2018-06-02T18:44:33,2018-Q2,2018-05-15,,,,unresolved,,,taipeitimes.com,,unmatched,0,0.0,0.0,unranked,Taipei Times,Taiwan,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Birds had to relearn flight after meteor wiped out dinosaurs<br /> ????????? ?????? - Taipei Times,http://www.taipeitimes.com/News/lang/archives/2018/06/03/2003694204
2026-02-16_mentions_10.1016_j.cub.2018.04.062__91,2018-06-06T18:00:05,2018-Q2,2018-05-15,,,,unresolved,,,animals.howstuffworks.com,,unmatched,0,0.0,0.0,unranked,HowStuffWorks,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Today’s Birds Likely Evolved from Ground-Dwelling Feathered Dinosaurs,https://animals.howstuffworks.com/dinosaurs/todays-birds-likely-evolved-ground-dwelling-feathered-dinosaurs.htm#mkcpgn=rssnws1
2026-02-16_mentions_10.1016_j.cub.2018.04.062__87,2018-07-01T11:41:14,2018-Q3,2018-08-15,,,,unresolved,,,timesofmalta.com,,unmatched,0,0.0,0.0,unranked,Times of Malta,Malta,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Unearthing aspirin’s cancer-preventive mechanisms,https://www.timesofmalta.com/articles/view/20180701/life-features/unearthing-aspirins-cancer-preventive-mechanisms.683287
2026-02-16_mentions_10.1016_j.cub.2018.04.062__75,2018-10-02T18:34:02,2018-Q4,2018-11-15,,,,unresolved,,,yle.fi,,unmatched,0,0.0,0.0,unranked,Yle.fi,Finland,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Tuore fossiililöytö hämmentää: Muinaisen linnun siivistä ei ollut läpsyttelyyn, silti se lensi | Yle Uutiset",https://yle.fi/uutiset/3-10224323?origin=rss
2026-02-16_mentions_10.1016_j.cub.2018.04.062__72,2018-11-14T08:07:18,2018-Q4,2018-11-15,,,,unresolved,,,naked-science.ru,,unmatched,0,0.0,0.0,unranked,Naked Science,Russia,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,???????? ???????????? ????? ?????? ?? ???? ??????????? ????,https://naked-science.ru/article/sci/vymershie-enanciornisy-mogli-letat-ne?alm_mvr=0
2026-02-16_mentions_10.1038_nature15697__307,2019-02-27T16:08:39,2019-Q1,2019-02-15,,,,unresolved,,,businessinsider.sg,,unmatched,0,0.0,0.0,unranked,Business Insider Singapore,Singapore,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,10 birds that look eerily similar to their dinosaur ancestors,https://www.businessinsider.sg/birds-that-look-like-dinosaurs-2019-2/
2026-02-16_mentions_10.1038_nature15697__308,2019-02-27T16:08:39,2019-Q1,2019-02-15,,,,unresolved,,,businessinsider.com.au,,unmatched,0,0.0,0.0,unranked,Business Insider Australia,Australia,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,10 birds that look eerily similar to their dinosaur ancestors,https://www.businessinsider.com.au/birds-that-look-like-dinosaurs-2019-2
2026-02-16_mentions_10.1038_nature15697__295,2019-09-13T12:16:00,2019-Q3,2019-08-15,,,,unresolved,,,news.google.com,,unmatched,0,0.0,0.0,unranked,Google News,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Mass extinctions made life on Earth more diverse – and might again,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHA6Ly90aGVjb252ZXJzYXRpb24uY29tL21hc3MtZXh0aW5jdGlvbnMtbWFkZS1saWZlLW9uLWVhcnRoLW1vcmUtZGl2ZXJzZS1hbmQtbWlnaHQtYWdhaW4tMTIyMzUw0gFnaHR0cHM6Ly90aGVjb252ZXJzYXRpb24uY29tL2FtcC9tYXNzLWV4dGluY3Rpb25zLW1hZGUtbGlmZS1vbi1lYXJ0aC1tb3JlLWRpdmVyc2UtYW5kLW1pZ2h0LWFnYWluLTEyMjM1MA?oc=5
2026-02-16_mentions_10.1038_nature15697__294,2019-09-13T12:16:30,2019-Q3,2019-08-15,,,,unresolved,,,uk.news.yahoo.com,,unmatched,0,0.0,0.0,unranked,Yahoo! News,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Mass extinctions made life on Earth more diverse – and might again,https://uk.news.yahoo.com/mass-extinctions-made-life-earth-121630421.html
2026-02-16_mentions_10.1038_nature15697__292,2019-09-13T12:29:43,2019-Q3,2019-08-15,,,,unresolved,,,foreignaffairs.co.nz,,unmatched,0,0.0,0.0,unranked,Foreign Affairs New Zealand,New Zealand,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,MIL-OSI Global: Mass extinctions made life on Earth more diverse – and might again,https://foreignaffairs.co.nz/2019/09/14/mass-extinctions-made-life-on-earth-more-diverse-and-might-again-122350/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__64,2019-09-14T03:47:09,2019-Q3,2019-08-15,,,,unresolved,,,guokr.com,,unmatched,0,0.0,0.0,unranked,Guokr.com,China,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,????? “??”?“???”??????????????!? ??????????????????????????????????????? ????,https://www.guokr.com/article/443004
2026-02-16_mentions_10.1038_nature15697__291,2019-09-16T00:00:00,2019-Q3,2019-08-15,,,,unresolved,,,phys.org,,unmatched,0,0.0,0.0,unranked,Phys.org,United Kingdom,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,"Mass extinctions made life on Earth more diverse, and might again",https://phys.org/news/2019-09-mass-extinctions-life-earth-diverse.html
2026-02-16_mentions_10.1038_nature15697__290,2019-09-17T02:20:46,2019-Q3,2019-08-15,,,,unresolved,,,firstpost.com,,unmatched,0,0.0,0.0,unranked,Firstpost,India,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Mass extinctions made life on Earth more diverse once and might do so again,http://www.firstpost.com/tech/science/mass-extinctions-made-life-on-earth-more-diverse-once-and-might-do-so-again-7352011.html
2026-02-16_mentions_10.1038_nature15697__289,2019-09-17T07:17:49,2019-Q3,2019-08-15,,,,unresolved,,,theconversation.com,,unmatched,0,0.0,0.0,unranked,The Conversation,Australia,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Mass extinctions made life on Earth more diverse – and might again,https://theconversation.com/mass-extinctions-made-life-on-earth-more-diverse-and-might-again-122350
2026-02-16_mentions_10.1038_nature15697__288,2019-09-17T12:57:24,2019-Q3,2019-08-15,,,,unresolved,,,popsci.com,,unmatched,0,0.0,0.0,unranked,Popular Science,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Mass extinctions made life on Earth more diverse—and might again,https://www.popsci.com/mass-extinction-and-life-diversity/
2026-02-16_mentions_10.1038_nature15697__287,2019-09-17T18:00:03,2019-Q3,2019-08-15,,,,unresolved,,,feedproxy.google.com,,unmatched,0,0.0,0.0,unranked,Scroll India,India,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Life on Earth needs mass extinctions to thrive and diversify,http://feedproxy.google.com/~r/scroll_in/~3/bvbUITNVvFw/life-on-earth-needs-mass-extinctions-to-thrive-and-diversify
2026-02-16_mentions_10.1016_j.cub.2018.04.062__61,2020-03-18T21:27:31,2020-Q1,2020-02-15,,,,unresolved,,,nytimes.com,,unmatched,0,0.0,0.0,unranked,New York Times,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Meet Wonderchicken, the Oldest Modern Bird Fossil Ever Found",https://www.nytimes.com/2020/03/18/science/wonderchicken-bird-fossil.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__59,2020-03-19T11:13:01,2020-Q1,2020-02-15,,,,unresolved,,,sciencealert.com,,unmatched,0,0.0,0.0,unranked,Science Alert,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"This 'Wonderchicken' Could Be The Oldest Modern Bird Fossil, And a True Survivor",http://www.sciencealert.com/oldest-modern-bird-fossil-holds-clues-to-how-birds-survived-when-other-dinosaurs-did-not
2026-02-16_mentions_10.1016_j.cub.2018.04.062__57,2020-03-21T01:40:34,2020-Q1,2020-02-15,,,,unresolved,,,interestingengineering.com,,unmatched,0,0.0,0.0,unranked,Interesting Engineering,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,This Stiff-Necked 'Wonderchicken' Is Possibly the Oldest Modern Bird Fossil,https://interestingengineering.com/this-stiff-necked-wonderchicken-is-possibly-the-oldest-modern-bird-fossil
2026-02-16_mentions_10.1038_nature15697__260,2020-07-20T13:27:45,2020-Q3,2020-08-15,,,,unresolved,,,theconversation.com,,unmatched,0,0.0,0.0,unranked,The Conversation,Australia,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Why some species thrive after catastrophe – rules for making the most of an apocalypse,https://theconversation.com/why-some-species-thrive-after-catastrophe-rules-for-making-the-most-of-an-apocalypse-140889
2026-02-16_mentions_10.1038_nature15697__259,2020-07-20T13:52:52,2020-Q3,2020-08-15,,,,unresolved,,,foreignaffairs.co.nz,,unmatched,0,0.0,0.0,unranked,Foreign Affairs New Zealand,New Zealand,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,MIL-OSI Global: Why some species thrive after catastrophe – rules for making the most...,https://foreignaffairs.co.nz/2020/07/21/why-some-species-thrive-after-catastrophe-rules-for-making-the-most-of-an-apocalypse-140889/
2026-02-16_mentions_10.1038_nature15697__258,2020-07-21T13:33:00,2020-Q3,2020-08-15,,,,unresolved,,,phys.org,,unmatched,0,0.0,0.0,unranked,Phys.org,United Kingdom,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Why some species thrive after catastrophe – rules for making the most of an apocalypse,https://phys.org/news/2020-07-species-catastrophe-apocalypse.html
2026-02-16_mentions_10.1038_nature15697__257,2020-07-24T23:00:25,2020-Q3,2020-08-15,,,,unresolved,,,inverse.com,,unmatched,0,0.0,0.0,unranked,Inverse,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Why some species thrive after a catastrophe,https://www.inverse.com/science/why-some-species-thrive-after-a-catastrophe
2026-02-16_mentions_10.1038_nature15697__226,2021-06-30T12:36:07,2021-Q2,2021-05-15,,,,unresolved,,,medium.com,,unmatched,0,0.0,0.0,unranked,Medium US,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,"Richard Prum on Birds, Beauty, and Finding Your Own Way (Ep. 126)",https://medium.com/conversations-with-tyler/richard-prum-tyler-cowen-birds-ornithology-d0aa40e4c360
2026-02-16_mentions_10.1002_ece3.8114__101,2021-10-11T00:00:00,2021-Q4,2021-11-15,,,,unresolved,,,phys.org,,unmatched,0,0.0,0.0,unranked,Phys.org,United Kingdom,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates' ancestors may have left trees to survive asteroid,https://phys.org/news/2021-10-primates-ancestors-left-trees-survive.html
2026-02-16_mentions_10.1002_ece3.8114__99,2021-10-11T13:50:02,2021-Q4,2021-11-15,,,,unresolved,,,news.umich.edu,,unmatched,0,0.0,0.0,unranked,University of Michigan News,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Study suggests ground-dwelling mammals survived mass extinction 66 million years ago,https://news.umich.edu/study-suggests-ground-dwelling-mammals-survived-mass-extinction-66-million-years-ago/
2026-02-16_mentions_10.1002_ece3.8114__98,2021-10-11T14:00:38,2021-Q4,2021-11-15,,,,unresolved,,,news.yale.edu,,unmatched,0,0.0,0.0,unranked,Yale News,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Tree-dwelling mammals endured after asteroid strike destroyed forests,https://news.yale.edu/2021/10/11/tree-dwelling-mammals-endured-after-asteroid-strike-destroyed-forests
2026-02-16_mentions_10.1002_ece3.8114__97,2021-10-11T14:09:36,2021-Q4,2021-11-15,,,,unresolved,,,miragenews.com,,unmatched,0,0.0,0.0,unranked,Mirage News,Australia,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates’ ancestors may have left trees to survive asteroid,https://www.miragenews.com/primates-ancestors-may-have-left-trees-to-649367/
2026-02-16_mentions_10.1002_ece3.8114__96,2021-10-11T14:10:00,2021-Q4,2021-11-15,,,,unresolved,,,news.cornell.edu,,unmatched,0,0.0,0.0,unranked,Cornell Chronicle,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates’ ancestors may have left trees to survive asteroid | Cornell Chronicle,https://news.cornell.edu/stories/2021/10/primates-ancestors-may-have-left-trees-survive-asteroid
2026-02-16_mentions_10.1002_ece3.8114__95,2021-10-11T14:26:15,2021-Q4,2021-11-15,,,,unresolved,,,miragenews.com,,unmatched,0,0.0,0.0,unranked,Mirage News,Australia,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Study suggests ground-dwelling mammals survived mass extinction 66 million years ago,https://www.miragenews.com/study-suggests-ground-dwelling-mammals-survived-649375/
2026-02-16_mentions_10.1002_ece3.8114__71,2021-10-11T18:38:02,2021-Q4,2021-11-15,,,,unresolved,,,trueviralnews.com,,unmatched,0,0.0,0.0,unranked,True Viral News,Russia,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates' ancestors may have left trees to survive asteroid,https://trueviralnews.com/51330-primates-ancestors-may-have-left-trees-to-survive-asteroid.html
2026-02-16_mentions_10.1002_ece3.8114__48,2021-10-12T11:34:19,2021-Q4,2021-11-15,,,,unresolved,,,kopalniawiedzy.pl,,unmatched,0,0.0,0.0,unranked,Kopalnia Wiedzy,Poland,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,"Nasi przodkowie zeszli z drzew, uciekaj?c przed asteroid?","http://kopalniawiedzy.pl/asteroida-zaglada-dinozaury-granica-K-T-ewolucja,34333"
2026-02-16_mentions_10.1002_ece3.8114__41,2021-10-12T19:06:21,2021-Q4,2021-11-15,,,,unresolved,,,technologytimes.pk,,unmatched,0,0.0,0.0,unranked,Technology Times,Pakistan,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Cretaceous-Paleogene Mass Extinction Event May have Occurred Due to Asteroid,https://www.technologytimes.pk/2021/10/13/cretaceous-paleogene-mass-extinction-event-may-have-occurred-due-to-asteroid/
2026-02-16_mentions_10.1002_ece3.8114__39,2021-10-13T00:00:00,2021-Q4,2021-11-15,,,,unresolved,,,newswise.com,,unmatched,0,0.0,0.0,unranked,Newswise,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates’ ancestors may have left trees to survive asteroid,https://www.newswise.com/articles/primates-ancestors-may-have-left-trees-to-survive-asteroid
2026-02-16_mentions_10.1002_ece3.8114__33,2021-10-13T12:10:58,2021-Q4,2021-11-15,,,,unresolved,,,canaltech.com.br,,unmatched,0,0.0,0.0,unranked,Canaltech,Brazil,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Mamíferos teriam sobrevivido à extinção há 66 milhões de anos; entenda,https://canaltech.com.br/meio-ambiente/mamiferos-teriam-sobrevivido-a-extincao-ha-66-milhoes-de-anos-entenda-198577/
2026-02-16_mentions_10.1002_ece3.8114__31,2021-10-13T15:40:39,2021-Q4,2021-11-15,,,,unresolved,,,sciencedaily.com,,unmatched,0,0.0,0.0,unranked,Science Daily,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates’ ancestors may have left trees to survive asteroid,https://www.sciencedaily.com/releases/2021/10/211013114039.htm
2026-02-16_mentions_10.1002_ece3.8114__28,2021-10-14T09:55:49,2021-Q4,2021-11-15,,,,unresolved,,,naked-science.ru,,unmatched,0,0.0,0.0,unranked,Naked Science,Russia,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,?????? ???????? ????? ?????? ? ???????? ????? ??????? ????????? 65 ????????? ??? ?????,https://naked-science.ru/article/biology/predki-primatov-mogli-slezt-s-derevev-posle?alm_mvr=0
2026-02-16_mentions_10.1002_ece3.8114__27,2021-10-14T12:10:32,2021-Q4,2021-11-15,,,,unresolved,,,cam.ac.uk,,unmatched,0,0.0,0.0,unranked,University of Cambridge,United Kingdom,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Tree-dwelling mammals survived after asteroid strike destroyed forests,https://www.cam.ac.uk/research/news/tree-dwelling-mammals-survived-after-asteroid-strike-destroyed-forests
2026-02-16_mentions_10.1002_ece3.8114__26,2021-10-14T12:18:30,2021-Q4,2021-11-15,,,,unresolved,,,miragenews.com,,unmatched,0,0.0,0.0,unranked,Mirage News,Australia,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Tree-dwelling mammals survived after asteroid strike destroyed forests,https://www.miragenews.com/tree-dwelling-mammals-survived-after-asteroid-652029/
2026-02-16_mentions_10.1002_ece3.8114__23,2021-10-14T19:53:03,2021-Q4,2021-11-15,,,,unresolved,,,muyinteresante.es,,unmatched,0,0.0,0.0,unranked,Muy Interesante,Spain,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Los ancestros de los primates bajaron de los árboles para sobrevivir al impacto del asteroide,https://www.muyinteresante.es/ciencia/articulo/los-ancestros-de-los-primates-bajaron-de-los-arboles-para-sobrevivir-al-impacto-del-asteroide-101634240756
2026-02-16_mentions_10.1002_ece3.8114__22,2021-10-15T04:24:12,2021-Q4,2021-11-15,,,,unresolved,,,ebiotrade.com,,unmatched,0,0.0,0.0,unranked,Ebiotrade,China,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,????????????????????,http://www.ebiotrade.com/newsf/2021-10/20211014091918499.htm
2026-02-16_mentions_10.1002_ece3.8114__20,2021-10-15T18:43:11,2021-Q4,2021-11-15,,,,unresolved,,,feedproxy.google.com,,unmatched,0,0.0,0.0,unranked,Sci-News,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Ancestors of Primates and Marsupials May Have Left Trees to Survive End-Cretaceous Extinction | Sci-News.com,http://feedproxy.google.com/~r/BreakingScienceNews/~3/ILXwiuvLmWE/end-cretaceous-arboreal-mammals-10170.html
2026-02-16_mentions_10.1002_ece3.8114__17,2021-10-17T14:57:59,2021-Q4,2021-11-15,,,,unresolved,,,scitechdaily.com,,unmatched,0,0.0,0.0,unranked,Scitech Daily,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Primates’ Ancestors May Have Left Trees To Survive Asteroid That Wiped Out the Dinosaurs,https://scitechdaily.com/primates-ancestors-may-have-left-trees-to-survive-asteroid-that-wiped-out-the-dinosaurs/
2026-02-16_mentions_10.1002_ece3.8114__12,2021-11-03T17:55:49,2021-Q4,2021-11-15,,,,unresolved,,,futurity.org,,unmatched,0,0.0,0.0,unranked,Futurity,United States,pub_008,Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary,Laying low might have saved ground critters from dino-killing asteroid - Futurity,https://www.futurity.org/mass-extinction-ground-dwellers-trees-2642052-2/?utm_source=rss&utm_medium=rss&utm_campaign=mass-extinction-ground-dwellers-trees-2642052-2
2026-02-16_mentions_10.1016_j.ympev.2021.107205__53,2021-11-17T00:00:00,2021-Q4,2021-11-15,,,,unresolved,,,phys.org,,unmatched,0,0.0,0.0,unranked,Phys.org,United Kingdom,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There may be more bird species in the tropics than we know,https://phys.org/news/2021-11-bird-species-tropics.html
2026-02-16_mentions_10.1016_j.ympev.2021.107205__54,2021-11-17T00:00:00,2021-Q4,2021-11-15,,,,unresolved,,,newswise.com,,unmatched,0,0.0,0.0,unranked,Newswise,United States,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There May Be More Bird Species in The Tropics Than We Know,https://www.newswise.com/articles/there-may-be-more-bird-species-in-the-tropics-than-we-know
2026-02-16_mentions_10.1016_j.ympev.2021.107205__52,2021-11-17T14:08:13,2021-Q4,2021-11-15,,,,unresolved,,,miragenews.com,,unmatched,0,0.0,0.0,unranked,Mirage News,Australia,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There may be more bird species in tropics than we know,https://www.miragenews.com/there-may-be-more-bird-species-in-tropics-than-675456/
2026-02-16_mentions_10.1016_j.ympev.2021.107205__51,2021-11-17T14:09:24,2021-Q4,2021-11-15,,,,unresolved,,,eurekalert.org,,unmatched,0,0.0,0.0,unranked,EurekAlert!,United States,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There may be more bird species in the tropics than we know,https://www.eurekalert.org/news-releases/935194
2026-02-16_mentions_10.1016_j.ympev.2021.107205__50,2021-11-17T14:10:29,2021-Q4,2021-11-15,,,,unresolved,,,scienmag.com,,unmatched,0,0.0,0.0,unranked,ScienMag,United Kingdom,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There may be more bird species in the tropics than we know,https://scienmag.com/there-may-be-more-bird-species-in-the-tropics-than-we-know/
2026-02-16_mentions_10.1016_j.ympev.2021.107205__49,2021-11-17T14:12:37,2021-Q4,2021-11-15,,,,unresolved,,,bioengineer.org,,unmatched,0,0.0,0.0,unranked,Bioengineer.org,United Kingdom,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There may be more bird species in the tropics than we know,https://bioengineer.org/there-may-be-more-bird-species-in-the-tropics-than-we-know/
2026-02-16_mentions_10.1016_j.ympev.2021.107205__48,2021-11-17T15:01:31,2021-Q4,2021-11-15,,,,unresolved,,,sciencedaily.com,,unmatched,0,0.0,0.0,unranked,Science Daily,United States,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There may be more bird species in the tropics than we know,https://www.sciencedaily.com/releases/2021/11/211117100131.htm
2026-02-16_mentions_10.1016_j.ympev.2021.107205__41,2021-11-17T17:10:43,2021-Q4,2021-11-15,,,,unresolved,,,labmanager.com,,unmatched,0,0.0,0.0,unranked,Lab Manager,United States,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There May Be More Bird Species in the Tropics Than We Know,https://www.labmanager.com/news/there-may-be-more-bird-species-in-the-tropics-than-we-know-27078
2026-02-16_mentions_10.1016_j.ympev.2021.107205__26,2021-11-17T19:48:28,2021-Q4,2021-11-15,,,,unresolved,,,enn.com,,unmatched,0,0.0,0.0,unranked,Environmental News Network,United States,pub_011,Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes,There May Be More Bird Species in the Tropics Than We Know,https://www.enn.com/articles/69144-there-may-be-more-bird-species-in-the-tropics-than-we-know
2026-02-16_mentions_10.1038_nature15697__199,2022-03-23T16:13:01,2022-Q1,2022-02-15,,,,unresolved,,,news.google.com,,unmatched,0,0.0,0.0,unranked,Google News,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Subaqueous foraging among carnivorous dinosaurs,https://news.google.com/__i/rss/rd/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAyMi0wNDUyOC0w0gEA?oc=5
2026-02-16_mentions_10.1038_nature15697__190,2022-07-20T15:18:58,2022-Q3,2022-08-15,,,,unresolved,,,news.google.com,,unmatched,0,0.0,0.0,unranked,Google News,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Inner ear biomechanics reveals a Late Triassic origin for mammalian endothermy,https://news.google.com/__i/rss/rd/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAyMi0wNDk2My160gEA?oc=5
2026-02-16_mentions_10.1038_nature15697__187,2022-08-19T13:47:00,2022-Q3,2022-08-15,,,,unresolved,,,evolutionnews.org,,unmatched,0,0.0,0.0,unranked,Evolution News & Science Today,United States,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,Fossil Friday: The Temporal Paradox of Early Birds,https://evolutionnews.org/2022/08/fossil-friday-the-temporal-paradox-of-early-birds/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__32,2022-10-26T15:30:00,2022-Q4,2022-11-15,,,,unresolved,,,popsci.com,,unmatched,0,0.0,0.0,unranked,Popular Science,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Birds are so specialized to their homes, it shows in their bones",https://www.popsci.com/environment/bird-evolution-ecology/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__33,2022-10-26T15:30:00,2022-Q4,2022-11-15,,,,unresolved,,,newsbreak.com,,unmatched,0,0.0,0.0,unranked,Newsbreak,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Birds are so specialized to their homes, it shows in their bones",https://www.newsbreak.com/news/2800007781670/birds-are-so-specialized-to-their-homes-it-shows-in-their-bones
