mention_id,mention_date,period_key,snapshot_target_date,snapshot_resolved_date,snapshot_offset_days,mention_to_snapshot_days,snapshot_resolution,tranco_list_id,tranco_list_created_on,domain,matched_domain,match_type,tranco_rank_at_date,reach_score_at_date,reach_percentile_at_date,reach_tier_at_date,outlet,country,canonical_publication_id,canonical_publication_title,mention_title,mention_url
2026-02-16_mentions_10.1038_nature15697__355,2018-05-24T15:08:08,2018-Q2,2018-05-15,,,,unresolved,,,theconversation.com,,unmatched,0,0.0,0.0,unranked,The Conversation,Australia,pub_002,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,How birds survived the dinosaur-killing asteroid,http://theconversation.com/how-birds-survived-the-dinosaur-killing-asteroid-97021
2026-02-16_mentions_10.1093_sysbio.syx064__43,2018-05-24T15:08:08,2018-Q2,2018-05-15,,,,unresolved,,,theconversation.com,,unmatched,0,0.0,0.0,unranked,The Conversation,Australia,pub_012,Genomic Signature of an Avian Lilliput Effect across the K-Pg Extinction,How birds survived the dinosaur-killing asteroid,http://theconversation.com/how-birds-survived-the-dinosaur-killing-asteroid-97021
2026-02-16_mentions_10.1016_j.cub.2018.04.062__367,2018-05-24T15:13:09,2018-Q2,2018-05-15,,,,unresolved,,,smithsonianmag.com,,unmatched,0,0.0,0.0,unranked,Smithsonian Magazine,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How the Ancestors of Birds Survived the Dino-Killing Asteroid,https://www.smithsonianmag.com/science-nature/how-ancestors-birds-survived-dino-killing-asteroid-180969167/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__365,2018-05-24T15:22:26,2018-Q2,2018-05-15,,,,unresolved,,,phys.org,,unmatched,0,0.0,0.0,unranked,Phys.org,United Kingdom,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When the dinosaurs died, so did forests—and tree-dwelling birds",https://phys.org/news/2018-05-dinosaurs-died-forestsand-tree-dwelling-birds.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__357,2018-05-24T15:34:05,2018-Q2,2018-05-15,,,,unresolved,,,ria.ru,,unmatched,0,0.0,0.0,unranked,??? ???????,Russia,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"???????????? ??????? ????? ????? ""?????????-??????"" ??????????",https://ria.ru/science/20180524/1521292130.html?referrer_block=index_archive_3
2026-02-16_mentions_10.1016_j.cub.2018.04.062__353,2018-05-24T15:40:46,2018-Q2,2018-05-15,,,,unresolved,,,europapress.es,,unmatched,0,0.0,0.0,unranked,Europa Press,Spain,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Aves de suelo se salvaron del evento que extinguió a los dinosaurios,http://www.europapress.es/ciencia/ruinas-y-fosiles/noticia-aves-suelo-salvaron-evento-extinguio-dinosaurios-20180524174046.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__350,2018-05-24T15:45:27,2018-Q2,2018-05-15,,,,unresolved,,,news.yale.edu,,unmatched,0,0.0,0.0,unranked,Yale News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Modern birds evolved from ground-dwelling ancestor, after asteroid hit",https://news.yale.edu/2018/05/24/modern-birds-evolved-ground-dwelling-ancestor-after-asteroid-hit
2026-02-16_mentions_10.1016_j.cub.2018.04.062__348,2018-05-24T15:47:07,2018-Q2,2018-05-15,,,,unresolved,,,pnn.de,,unmatched,0,0.0,0.0,unranked,Potsdamer Neueste Nachrichten,Germany,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Überleben nach dem Einschlag - Nachrichten aus Wissenschaft & Forschung,http://www.pnn.de/wissen/1286959/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__349,2018-05-24T15:47:07,2018-Q2,2018-05-15,,,,unresolved,,,tagesspiegel.de,,unmatched,0,0.0,0.0,unranked,Der Tagesspiegel,Germany,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Überleben nach dem Einschlag,http://www.tagesspiegel.de/wissen/die-evolution-der-voegel-ueberleben-nach-dem-einschlag/22599752.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__340,2018-05-24T16:06:37,2018-Q2,2018-05-15,,,,unresolved,,,derstandard.at,,unmatched,0,0.0,0.0,unranked,Der Standard,Austria,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Nur wenige Vögel entkamen dem Weltenbrand,https://derstandard.at/2000080366398/Nur-wenige-Voegel-entkamen-dem-Weltenbrand?ref=rss
2026-02-16_mentions_10.1016_j.cub.2018.04.062__329,2018-05-24T16:54:46,2018-Q2,2018-05-15,,,,unresolved,,,scientias.nl,,unmatched,0,0.0,0.0,unranked,Scientias,Netherlands,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,In bomen levende vogels stierven samen met de dino’s uit,https://www.scientias.nl/in-bomen-levende-vogels-stierven-samen-met-de-dinos-uit/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__322,2018-05-24T17:51:25,2018-Q2,2018-05-15,,,,unresolved,,,home.bt.com,,unmatched,0,0.0,0.0,unranked,BT News,United Kingdom,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"Only flightless birds survived dinosaur meteor strike, scientists believe",http://home.bt.com/news/science-news/only-flightless-birds-survived-dinosaur-meteor-strike-scientists-believe-11364273997631
2026-02-16_mentions_10.1016_j.cub.2018.04.062__315,2018-05-24T18:05:55,2018-Q2,2018-05-15,,,,unresolved,,,news.cornell.edu,,unmatched,0,0.0,0.0,unranked,Cornell Chronicle,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroid impact grounded bird ancestors,http://news.cornell.edu/stories/2018/05/asteroid-impact-grounded-bird-ancestors
2026-02-16_mentions_10.1016_j.cub.2018.04.062__313,2018-05-24T18:09:10,2018-Q2,2018-05-15,,,,unresolved,,,uk.news.yahoo.com,,unmatched,0,0.0,0.0,unranked,Yahoo! News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Ancestor of all living birds survived asteroid strike because it couldn't fly,https://uk.news.yahoo.com/ancestor-living-birds-survived-asteroid-180910801.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__312,2018-05-24T18:17:36,2018-Q2,2018-05-15,,,,unresolved,,,sciencedaily.com,,unmatched,0,0.0,0.0,unranked,Science Daily,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When the dinosaurs died, so did forests -- and tree-dwelling birds",https://www.sciencedaily.com/releases/2018/05/180524141736.htm
2026-02-16_mentions_10.1016_j.cub.2018.04.062__311,2018-05-24T18:20:22,2018-Q2,2018-05-15,,,,unresolved,,,ca.news.yahoo.com,,unmatched,0,0.0,0.0,unranked,Yahoo! News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Ancestor of all living birds survived asteroid strike because it couldn't fly,https://ca.news.yahoo.com/ancestor-living-birds-survived-asteroid-180910801.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__304,2018-05-24T18:52:10,2018-Q2,2018-05-15,,,,unresolved,,,svt.se,,unmatched,0,0.0,0.0,unranked,SVT,Sweden,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Ny studie: Fåglar härstammar från överlevande dinosaurier,https://www.svt.se/nyheter/vetenskap/ny-studie-faglar-harstammar-fran-overlevande-dinosaurier
2026-02-16_mentions_10.1016_j.cub.2018.04.062__300,2018-05-24T19:15:53,2018-Q2,2018-05-15,,,,unresolved,,,longroom.com,,unmatched,0,0.0,0.0,unranked,Long Room,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When the dinosaurs died, so did forests -- and tree-dwelling birds",https://www.longroom.com/discussion/1035756/when-the-dinosaurs-died-so-did-forests-and-tree-dwelling-birds
2026-02-16_mentions_10.1016_j.cub.2018.04.062__289,2018-05-24T20:20:12,2018-Q2,2018-05-15,,,,unresolved,,,newswise.com,,unmatched,0,0.0,0.0,unranked,Newswise,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroid Impact Grounded Bird Ancestors,http://www.newswise.com/articles/view/695116/?sc=rsla
2026-02-16_mentions_10.1016_j.cub.2018.04.062__285,2018-05-24T20:35:50,2018-Q2,2018-05-15,,,,unresolved,,,the-scientist.com,,unmatched,0,0.0,0.0,unranked,The Scientist Magazine,Canada,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Present-Day Arboreal Birds Have Ground-Dwelling Past,http://www.the-scientist.com/?articles.view%2FarticleNo%2F54653%2Ftitle%2FPresent-Day-Arboreal-Birds-Have-Ground-Dwelling-Past%2F
2026-02-16_mentions_10.1016_j.cub.2018.04.062__270,2018-05-24T21:44:51,2018-Q2,2018-05-15,,,,unresolved,,,sciencenews.org,,unmatched,0,0.0,0.0,unranked,Science News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How birds may have escaped the dino-killing asteroid impact,https://www.sciencenews.org/article/how-birds-may-have-escaped-dino-killing-asteroid-impact
2026-02-16_mentions_10.1016_j.cub.2018.04.062__252,2018-05-24T23:09:00,2018-Q2,2018-05-15,,,,unresolved,,,heraldmailmedia.com,,unmatched,0,0.0,0.0,unranked,Herald Mail Media,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroid that wiped out the dinosaurs also shaped the evolution of birds,https://www.heraldmailmedia.com/news/nation/asteroid-that-wiped-out-the-dinosaurs-also-shaped-the-evolution/article_fb0b31b3-b497-5f11-8995-b41318a39bc9.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__253,2018-05-24T23:09:00,2018-Q2,2018-05-15,,,,unresolved,,,theeagle.com,,unmatched,0,0.0,0.0,unranked,The Eagle,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroid that wiped out the dinosaurs also shaped the evolution of birds,http://www.theeagle.com/news/nation/asteroid-that-wiped-out-the-dinosaurs-also-shaped-the-evolution/article_db846285-8739-5f34-a184-36163841761a.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__246,2018-05-25T00:00:00,2018-Q2,2018-05-15,,,,unresolved,,,business-standard.com,,unmatched,0,0.0,0.0,unranked,Business Standard,India,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,http://www.business-standard.com/article/news-ians/first-tree-dwelling-birds-went-extinct-with-dinosaurs-study-118052500714_1.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__243,2018-05-25T00:24:48,2018-Q2,2018-05-15,,,,unresolved,,,arcamax.com,,unmatched,0,0.0,0.0,unranked,Arcamax,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroid that wiped out the dinosaurs also shaped the evolution of birds,http://www.arcamax.com/currentnews/newsheadlines/s-2084143
2026-02-16_mentions_10.1016_j.cub.2018.04.062__224,2018-05-25T03:38:55,2018-Q2,2018-05-15,,,,unresolved,,,sciencealert.com,,unmatched,0,0.0,0.0,unranked,Science Alert,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,The Few Birds That Survived The Dinosaur Extinction Had an Unexpected Advantage,http://www.sciencealert.com/only-birds-survive-dinosaur-asteroid-strike-may-have-looked-like-quails
2026-02-16_mentions_10.1016_j.cub.2018.04.062__217,2018-05-25T04:00:00,2018-Q2,2018-05-15,,,,unresolved,,,labmanager.com,,unmatched,0,0.0,0.0,unranked,Lab Manager,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When the Dinosaurs Died, so Did Forests—and Tree-Dwelling Birds | Lab Manager",http://www.labmanager.com/news/2018/05/when-the-dinosaurs-died-so-did-forests-and-tree-dwelling-birds
2026-02-16_mentions_10.1016_j.cub.2018.04.062__210,2018-05-25T05:20:25,2018-Q2,2018-05-15,,,,unresolved,,,feedproxy.google.com,,unmatched,0,0.0,0.0,unranked,Technology.org,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroid impact grounded bird ancestors,http://feedproxy.google.com/~r/TechnologyOrg/~3/GXju_OnAjGE/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__203,2018-05-25T06:27:30,2018-Q2,2018-05-15,,,,unresolved,,,naked-science.ru,,unmatched,0,0.0,0.0,unranked,Naked Science,Russia,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"?????? ????????, ????? ????? ?????? ???????? ????????? ??????????",https://naked-science.ru/article/sci/uchenye-vyyasnili-kakie-pticy-sumeli?alm_mvr=0
2026-02-16_mentions_10.1016_j.cub.2018.04.062__199,2018-05-25T07:37:39,2018-Q2,2018-05-15,,,,unresolved,,,radionz.co.nz,,unmatched,0,0.0,0.0,unranked,Radio New Zealand,New Zealand,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How birds survived asteroid strike wipe-out,http://www.radionz.co.nz/news/world/358241/how-birds-survived-asteroid-strike-wipe-out
2026-02-16_mentions_10.1016_j.cub.2018.04.062__193,2018-05-25T09:00:05,2018-Q2,2018-05-15,,,,unresolved,,,greenreport.it,,unmatched,0,0.0,0.0,unranked,Green Report (Italy),Italy,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Ecco come hanno fatto gli uccelli a sopravvivere all’asteroide che ha estinto i dinosauri - Greenreport: economia ecologica e sviluppo sostenibile,http://www.greenreport.it/news/aree-protette-e-biodiversita/ecco-come-hanno-fatto-gli-uccelli-a-sopravvivere-allasteroide-che-ha-estinto-i-dinosauri/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__189,2018-05-25T09:36:00,2018-Q2,2018-05-15,,,,unresolved,,,canindia.com,,unmatched,0,0.0,0.0,unranked,CanIndia,Canada,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,http://www.canindia.com/first-tree-dwelling-birds-went-extinct-with-dinosaurs-study/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__188,2018-05-25T09:36:04,2018-Q2,2018-05-15,,,,unresolved,,,in.news.yahoo.com,,unmatched,0,0.0,0.0,unranked,Yahoo! News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,https://in.news.yahoo.com/first-tree-dwelling-birds-went-extinct-dinosaurs-study-093604978.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__187,2018-05-25T09:42:34,2018-Q2,2018-05-15,,,,unresolved,,,daijiworld.com,,unmatched,0,0.0,0.0,unranked,Daijiworld.com,India,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,http://www.daijiworld.com/news/news_disp.asp?n_id=511096
2026-02-16_mentions_10.1016_j.cub.2018.04.062__179,2018-05-25T10:46:25,2018-Q2,2018-05-15,,,,unresolved,,,nationalgeographic.it,,unmatched,0,0.0,0.0,unranked,National Geographic,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Così gli uccelli terricoli si salvarono dall’asteroide,http://www.nationalgeographic.it/scienza/2018/05/25/news/cosi_gli_uccelli_terricoli_si_salvarono_dall_asteroide-3995681/?rss
2026-02-16_mentions_10.1016_j.cub.2018.04.062__177,2018-05-25T11:27:16,2018-Q2,2018-05-15,,,,unresolved,,,economictimes.indiatimes.com,,unmatched,0,0.0,0.0,unranked,Times of India,India,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,https://economictimes.indiatimes.com/news/environment/flora-fauna/first-tree-dwelling-birds-went-extinct-with-dinosaurs-study/articleshow/64319618.cms
2026-02-16_mentions_10.1016_j.cub.2018.04.062__176,2018-05-25T11:44:53,2018-Q2,2018-05-15,,,,unresolved,,,newkerala.com,,unmatched,0,0.0,0.0,unranked,New Kerala,India,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,https://www.newkerala.com/news/read/1846/first-tree-dwelling-birds-went-extinct-with-dinosaurs-study.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__171,2018-05-25T12:53:52,2018-Q2,2018-05-15,,,,unresolved,,,msn.com,,unmatched,0,0.0,0.0,unranked,MSN,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How dino-era birds survive the asteroid 'apocalypse',http://www.msn.com/en-sg/money/other/how-did-dino-era-birds-survive-the-asteroid-apocalypse/ar-AAxMIw9?srcref=rss
2026-02-16_mentions_10.1016_j.cub.2018.04.062__167,2018-05-25T14:31:23,2018-Q2,2018-05-15,,,,unresolved,,,uk.news.yahoo.com,,unmatched,0,0.0,0.0,unranked,Yahoo! News,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Only a Handful of Birds Survived the Dinosaur Killing Asteroid—Now Scientists Have Worked Out Why,https://uk.news.yahoo.com/only-handful-birds-survived-dinosaur-143123303.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__165,2018-05-25T14:53:00,2018-Q2,2018-05-15,,,,unresolved,,,futura-sciences.com,,unmatched,0,0.0,0.0,unranked,Futura-Sciences,France,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Extinction des dinosaures : pourquoi certains oiseaux ont survécu,https://www.futura-sciences.com/planete/actualites/dinosaure-extinction-dinosaures-certains-oiseaux-ont-survecu-71372/#xtor=RSS-8
2026-02-16_mentions_10.1016_j.cub.2018.04.062__164,2018-05-25T16:33:54,2018-Q2,2018-05-15,,,,unresolved,,,gazeta.ru,,unmatched,0,0.0,0.0,unranked,Gazeta.ru,Russia,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"??????????? ????: ????????? ???????, ???? - ????????",https://www.gazeta.ru/science/2018/05/25_a_11764303.shtml
2026-02-16_mentions_10.1016_j.cub.2018.04.062__160,2018-05-25T17:57:33,2018-Q2,2018-05-15,,,,unresolved,,,scitechdaily.com,,unmatched,0,0.0,0.0,unranked,Scitech Daily,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,All Modern Birds Evolved From The Same Common Ancestor,https://scitechdaily.com/all-modern-birds-evolved-from-the-same-common-ancestor/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__159,2018-05-25T18:35:17,2018-Q2,2018-05-15,,,,unresolved,,,yahoo.com,,unmatched,0,0.0,0.0,unranked,Yahoo!,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,These were the only birds that survived the dinosaur-killing asteroid,https://www.yahoo.com/tech/were-only-birds-survived-dinosaur-killing-asteroid-183517338.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__148,2018-05-26T06:52:08,2018-Q2,2018-05-15,,,,unresolved,,,siasat.com,,unmatched,0,0.0,0.0,unranked,The Siasat Daily,India,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,First tree-dwelling birds went extinct with dinosaurs: Study,https://www.siasat.com/news/first-tree-dwelling-birds-went-extinct-dinosaurs-study-1360506/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__146,2018-05-26T09:00:15,2018-Q2,2018-05-15,,,,unresolved,,,zap.aeiou.pt,,unmatched,0,0.0,0.0,unranked,ZAP,Portugal,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Asteroide que eliminou os dinossauros também influenciou as aves,https://zap.aeiou.pt/asteroide-eliminou-dinossauros-aves-203757
2026-02-16_mentions_10.1016_j.cub.2018.04.062__143,2018-05-26T13:29:20,2018-Q2,2018-05-15,,,,unresolved,,,yle.fi,,unmatched,0,0.0,0.0,unranked,Yle.fi,Finland,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Tutkimus: Dinosaurukset tappanut asteroidi tuhosi myös metsät – kaikilla säilyneillä lintulajeilla oli erityinen taito,https://yle.fi/uutiset/3-10224977?origin=rss
2026-02-16_mentions_10.1016_j.cub.2018.04.062__137,2018-05-27T08:42:48,2018-Q2,2018-05-15,,,,unresolved,,,en.farsnews.com,,unmatched,0,0.0,0.0,unranked,Fars News Agency,"Iran, Islamic Republic of",pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When Dinosaurs Died, so Did Forests, Tree-Dwelling Birds",http://en.farsnews.com/newstext.aspx?nn=13970306000288
2026-02-16_mentions_10.1016_j.cub.2018.04.062__135,2018-05-27T11:38:48,2018-Q2,2018-05-15,,,,unresolved,,,inquisitr.com,,unmatched,0,0.0,0.0,unranked,The Inquisitr,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,New Study Reveals Which Birds Survived The Dinosaur-Killing Chicxulub Asteroid,https://www.inquisitr.com/4916274/new-study-reveals-which-birds-survived-the-dinosaur-killing-chicxulub-asteroid/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__134,2018-05-27T12:40:00,2018-Q2,2018-05-15,,,,unresolved,,,timescolonist.com,,unmatched,0,0.0,0.0,unranked,Times Colonist,Canada,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Dino-killing asteroid also shaped bird evolution: study,http://www.timescolonist.com/islander/dino-killing-asteroid-also-shaped-bird-evolution-study-1.23315645
2026-02-16_mentions_10.1016_j.cub.2018.04.062__133,2018-05-27T13:12:41,2018-Q2,2018-05-15,,,,unresolved,,,actualidad.rt.com,,unmatched,0,0.0,0.0,unranked,RT Network,Russia,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Explican por qué pocas aves sobrevivieron a la caída del asteroide que acabó con los dinosaurios,https://actualidad.rt.com/actualidad/273198-aves-exterminio-dinosaurios-biologos
2026-02-16_mentions_10.1016_j.cub.2018.04.062__130,2018-05-28T04:59:00,2018-Q2,2018-05-15,,,,unresolved,,,es.paperblog.com,,unmatched,0,0.0,0.0,unranked,Paperblog,Spain,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,¿Cómo sobrevivieron las aves al K/Pg?,https://es.paperblog.com/como-sobrevivieron-las-aves-al-kpg-4894916/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__129,2018-05-28T05:57:00,2018-Q2,2018-05-15,,,,unresolved,,,msn.com,,unmatched,0,0.0,0.0,unranked,MSN,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How modern-day dinosaurs survived the apocalypse,http://www.msn.com/en-in/news/techandscience/how-modern-day-dinosaurs-survived-the-apocalypse/ar-AAxUdTs?srcref=rss
2026-02-16_mentions_10.1016_j.cub.2018.04.062__128,2018-05-28T07:21:40,2018-Q2,2018-05-15,,,,unresolved,,,welt.de,,unmatched,0,0.0,0.0,unranked,Die Welt,Germany,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"„Chicxulub“: Der Asteroid, der alle Wälder der Erde auslöschte - WELT",https://www.welt.de/wissenschaft/article176735541/Chicxulub-Der-Asteroid-der-alle-Waelder-der-Erde-ausloeschte.html
2026-02-16_mentions_10.1016_j.cub.2018.04.062__124,2018-05-28T15:16:52,2018-Q2,2018-05-15,,,,unresolved,,,nypost.com,,unmatched,0,0.0,0.0,unranked,New York Post,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,These were the only birds to survive the dinosaur-killing asteroid,https://nypost.com/2018/05/28/these-were-the-only-creatures-to-survive-the-dinosaur-killing-asteroid/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__122,2018-05-28T18:25:00,2018-Q2,2018-05-15,,,,unresolved,,,sott.net,,unmatched,0,0.0,0.0,unranked,Sign of the Times,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Scientists think mostly ground-dwelling birds survived the dinosaur slaying asteroid,https://www.sott.net/article/386750-Scientists-think-mostly-ground-dwelling-birds-survived-the-dinosaur-slaying-asteroid
2026-02-16_mentions_10.1016_j.cub.2018.04.062__120,2018-05-29T05:04:00,2018-Q2,2018-05-15,,,,unresolved,,,nkj.ru,,unmatched,0,0.0,0.0,unranked,Science and Life Russia,Russia,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,????????? ?????????? ????? ???????? ?? ?????,http://www.nkj.ru/news/33819/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__119,2018-05-29T09:08:25,2018-Q2,2018-05-15,,,,unresolved,,,demorgen.be,,unmatched,0,0.0,0.0,unranked,De Morgen,Belgium,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Huidige vogelpopulatie is direct gevolg van meteorietinslag die de dino’s doodde,https://www.demorgen.be/wetenschap/huidige-vogelpopulatie-is-direct-gevolg-van-meteorietinslag-die-de-dino-s-doodde-bc07fbf4/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__118,2018-05-29T11:57:06,2018-Q2,2018-05-15,,,,unresolved,,,astrobio.net,,unmatched,0,0.0,0.0,unranked,Astrobiology Magazine,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,"When the dinosaurs died, so did forests — and tree-dwelling birds",https://www.astrobio.net/also-in-news/when-the-dinosaurs-died-so-did-forests-and-tree-dwelling-birds/
2026-02-16_mentions_10.1016_j.cub.2018.04.062__116,2018-05-29T16:07:28,2018-Q2,2018-05-15,,,,unresolved,,,sg.hu,,unmatched,0,0.0,0.0,unranked,sg.hu,Hungary,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,Kevés madár élte túl az óriási aszteroidát,http://sg.hu/cikk.php?cid=131431
2026-02-16_mentions_10.1016_j.cub.2018.04.062__115,2018-05-29T16:21:49,2018-Q2,2018-05-15,,,,unresolved,,,msn.com,,unmatched,0,0.0,0.0,unranked,MSN,United States,pub_007,Early Evolution of Modern Birds Structured by Global Forest Collapse at the End-Cretaceous Mass Extinction,How dino-era birds survive the asteroid 'apocalypse',https://www.msn.com/en-gb/news/world/how-did-dino-era-birds-survive-the-asteroid-apocalypse/ar-AAxYVy5?li=BBoPRmx
