Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Sentiment Analysis,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN,Publisher Names
X Post,"","1511423158573805577","","",1825258410536742954,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-18 10:03:01,"Nipponese.news","?????????????????????????? - nipponese.news - Nipponese",Japan,"",https://www.nipponese.news/%e6%81%90%e7%ab%9c%e3%81%ae%e7%b5%b6%e6%bb%85%e3%81%af%e9%b3%a5%e9%a1%9e%e3%81%ae%e3%82%b2%e3%83%8e%e3%83%a0%e3%81%ab%e6%9b%b8%e3%81%8d%e8%be%bc%e3%81%be%e3%82%8c%e3%81%a6%e3%81%84%e3%82%8b%e3%81%93/,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-18 06:46:33,"Nouvelles du monde","Ils découvrent que l’extinction des dinosaures est inscrite dans le génome des oiseaux",France,"",http://ct.moreover.com/?a=54568863745&p=1pl&v=1&x=HDKhj-cUa_V_0LTzxpJ1oQ,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-18 05:58:07,"Popmech","??? ?????????? ?????? ?????????, ????? ????? ???????????? ???????",Russia,"",http://ct.moreover.com/?a=54568682030&p=1pl&v=1&x=bVY27vGaeqbk9lU8mRrZLw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-18 05:30:00,"Tiempo.com","Unos científicos de Estados Unidos hallan huellas de la extinción de los dinosaurios en los genes de las aves actuales",Spain,"",http://ct.moreover.com/?a=54568629952&p=1pl&v=1&x=NlKJVUTrEOMw8N8nWrF4Bg,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-18 02:37:03,"ABC.es","Testigos de la catástrofe: descubren que la extinción de los dinosaurios está escrita en el genoma de las aves",Spain,"",http://ct.moreover.com/?a=54567961162&p=1pl&v=1&x=U8TGJnNFJSf6AD3-fKvbjA,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-15 16:34:27,"CIKAVOSTI","???? ??????????, ?? ??????? ??????????, ??????? ? ????? ???????? ??????",Israel,"",https://cikavosti.com/slid-katastrofy-shho-znyshhyla-dynozavriv-znajshly-v-genah-suchasnyh-ptahiv/,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-14 18:29:55,"meteored.com.ar","Hallan “huellas” de la extinción de los dinosaurios en los genes de las aves actuales",Argentina,"",https://www.meteored.com.ar/noticias/ciencia/hallan-huellas-de-la-extincion-de-los-dinosaurios-en-los-genes-de-las-aves-actuales.html,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-14 12:00:15,"Descopera","Indiciile catastrofei dinozaurilor au fost g?site în genele p?s?rilor de ast?zi",Romania,"",http://ct.moreover.com/?a=54539824128&p=1pl&v=1&x=oogXN_GV00FVGyINfFMtyQ,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-14 10:52:07,"On.ge","???????????? ??????????? ????? ??????????? ??????????? ??????? ???????",Georgia,"",http://ct.moreover.com/?a=54540187091&p=1pl&v=1&x=MiD4-hoDKxr4Ao-2WbeBrQ,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-14 01:05:52,"ChitChat Post Espana","Hallan rastros del apocalipsis de los dinosaurios en los genes de las aves actuales: ScienceAlert",Spain,"",https://www.chitchatpost.com/hallan-rastros-del-apocalipsis-de-los-dinosaurios-en-los-genes-de-las-aves-actuales-sciencealert/,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-13 06:38:46,"Origo","A dinoszaurusz katasztrófa nyomait találták a mai madarak génjeiben - ORIGO",Hungary,"",http://ct.moreover.com/?a=54528741186&p=1pl&v=1&x=69xu0UmecIBbnUJ9t3tbSA,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 14:25:34,"Olhar Digital","Vestígios da extinção dos dinossauros encontrados no DNA de aves",Brazil,"",http://ct.moreover.com/?a=54523749527&p=1pl&v=1&x=xJRgZmLDZ9GxxaiCdelERQ,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 11:43:58,"NewsBytes","Bird genomes hold clues to dinosaur extinction",India,"",http://ct.moreover.com/?a=54522557918&p=1pl&v=1&x=VM4sp1pK10DoccLLlvZ0lg,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 11:34:41,"1TV.ge","???????????? ??????????? ????? ??????????? ????????? ??????? ?????? — #1tv??????????",Georgia,"",http://ct.moreover.com/?a=54523295123&p=1pl&v=1&x=nNxB4NQXOJgtJJQd1cTR7A,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 07:58:34,"MSN","Traces of Dinosaur Catastrophe Found in Genes of Today's Birds",United States,"",http://ct.moreover.com/?a=54521111269&p=1pl&v=1&x=pRgIdvaYGGY6gOlo4BtFxw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
Blog post,2024-08-12 06:24:24,"AB-News Russia","???????? ????????? 66 ????????? ??? ????? ?????????????? ??????? ???????? ??????? ????",,"",https://ab-news.ru/evolyucziya-genomov-pticz/,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 05:07:58,"WION","Bird genes 'store' memories of dinosaur extinction: Here is how",India,"",http://ct.moreover.com/?a=54522911902&p=1pl&v=1&x=wX66dzdRoG2Jt3YhOXfI9Q,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 01:39:37,"Yahoo! News","Traces of Dinosaur Catastrophe Found in Genes of Today's Birds",United States,"",http://ct.moreover.com/?a=54519552827&p=1pl&v=1&x=_kyDYryNAzoDBuZsAS_HDg,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
Blog post,2024-08-12 01:39:37,"Science Alert","Traces of Dinosaur Catastrophe Found in Genes of Today's Birds",,"",https://www.sciencealert.com/traces-of-dinosaur-catastrophe-found-in-genes-of-todays-birds,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 01:39:37,"Science Alert","Traces of Dinosaur Catastrophe Found in Genes of Today's Birds",United States,"",http://ct.moreover.com/?a=54519585851&p=1pl&v=1&x=ky7RehchE-bajSX9WGxU-g,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-12 01:39:37,"Yahoo!","Traces of Dinosaur Catastrophe Found in Genes of Today's Birds",United States,"",http://ct.moreover.com/?a=54519557387&p=1pl&v=1&x=Whvg6A88YEVEA6zFbQRWBw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2679109831","","",1822102449953395000,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-08 16:06:08,"Scitech Daily","Biologists Uncover Hidden Genomic Legacy of the Dinosaur Extinction",United States,"",http://ct.moreover.com/?a=54494634549&p=1pl&v=1&x=u3HX_STYqG6LwMffN3B9Jw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
