Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Sentiment Analysis,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN,Publisher Names
X Post,"","4841543386","","",1821476512702378308,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","466984899","","",1821287484308775237,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
Facebook post,2024-08-07 20:29:05,"Biology of Aging News","Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction",,"",https://www.facebook.com/permalink.php?story_fbid=990684936401237&id=415920998536406,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2211008923","","",1821282422669111518,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-07 14:12:27,"MSN","Asteroid that killed dinosaurs led to evolution of Birds on Earth",United States,"",http://ct.moreover.com/?a=54485075202&p=1pl&v=1&x=uiYfraQJfROPpJq3DHqjRA,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
Facebook post,2024-08-06 16:53:51,"Wallowology",,United States,"",https://www.facebook.com/permalink.php?story_fbid=1029135342547490&id=1439399509668610,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
Facebook post,2024-08-06 09:00:37,"Ibis - international journal of avian science",,,"",https://www.facebook.com/permalink.php?story_fbid=935351015302903&id=409257242433630,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2378717100","","",1820739473535042026,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","719199288010678272","","",1820678523276648563,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-05 17:00:34,"Illustreret Videnskab","Da dinosaurerne uddøde, blomstrede fuglenes tidlige evolution",Denmark,"",http://ct.moreover.com/?a=54471827292&p=1pl&v=1&x=pZ-rZBqq-ho0psyWSpaOjg,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-05 15:14:43,"Illustrerad Vetenskap","När dinosaurierna dog ut blomstrade fåglarnas tidiga evolution",Sweden,"",https://illvet.se/naturen/nar-dinosaurierna-dog-ut-blomstrade-faglarnas-tidiga-evolution,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","1531214235262664704","","",1820431746699288645,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2472862045","","",1820406648046841861,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","741088820053999616","","",1820299326251565076,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","1849772040","","",1820116660801712618,"",,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","1007542752408670209","","",1819963066655596922,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-03 20:30:00,"ZAP","Porque é que há tantos pássaros e o que é que um asteroide tem a ver com isso?",Portugal,"",https://zap.aeiou.pt/porque-e-que-ha-tantos-passaros-e-o-que-e-que-um-asteroide-tem-a-ver-com-isso-618552,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","3354632691","","",1819564196146610328,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","702900732","","",1819559203239088352,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-03 00:32:37,"National Geographic en Español","Las herederas de un reino: Por qué hay tantas aves en la actualidad",Spain,"",http://ct.moreover.com/?a=54451268322&p=1pl&v=1&x=BFQcMfTgERsZfCM620cY0g,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","1426793377996083202","","",1819523724053291292,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-02 20:24:47,"Sci-News","Study: Dinosaur-Killing Mass Extinction Triggered Rapid Evolution of Bird Genomes | Sci.News",United States,"",https://www.sci.news/paleontology/end-cretaceous-bird-genome-evolution-13147.html,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","766378262259986437","","",1819422590282486218,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","611318385","","",1819356448985346396,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-02 12:30:00,"COSMOS magazine","Big dinosaur extinction saw rapid bird evolution",Australia,"",http://ct.moreover.com/?a=54446536826&p=1pl&v=1&x=hFz1kk8-P3pX5ruIJtrFeg,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2282724396","","",1819294603285004684,"",Strong positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
