Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Sentiment Analysis,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN,Publisher Names
Facebook post,2014-12-04 23:07:33,"Oswaldo Sanchez T","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100007513063085/posts/1520501631543591,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 22:14:36,"Entendeu ou quer que desenhe?","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/890546354291849/posts/893967143949770,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 20:45:28,"Poncho Miranda","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/576771238/posts/10152548722231239,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 20:28:43,"Giacomo Bracchi","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/1504663423/posts/10205506239444426,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 17:18:04,"Jardines Ecológicos Topotepuy","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/131457710240312/posts/864571400262269,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 16:31:17,"Thiago Moura","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100002314755077/posts/744758928944592,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 14:40:38,"Peilin Chen","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100000135054392/posts/994266440587848,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 14:31:42,"Yasuaki  Sakakihara","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100002366364607/posts/745187655570106,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 14:21:32,"Jacob Berv","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/1087050075/posts/10203542597900695,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 13:05:07,"Daniel Santos","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100001559078340/posts/803199889741973,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 12:26:20,"Vicente Fernando Gavilanez Brito","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100000532917938/posts/364343640414705,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 12:25:23,"Aves de Paraty","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/639025306194819/posts/676087472488602,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 12:25:10,"Sylvia Paraty","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/1556533766/posts/10205340638026223,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 12:22:15,"Juergen Brand","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/1727780807/posts/4832533467707,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 11:39:10,"Antonio Rea","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100004250175257/posts/411227989028870,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 10:22:39,"Costa Rica BirdFair","New-World Wildlife & #Birding | America & Neotropical",Costa Rica,"",https://www.facebook.com/600917406698368/posts/613357938787648,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 10:22:23,"WILD Travel / Central America","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/642537945756327/posts/950121421664643,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 09:13:44,"Leandro De Oliveira Caetano","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100002211227612/posts/718754534874914,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 05:35:06,"Biodiversity Heritage Library Africa","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/1389375927943581/posts/1565208197027019,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 04:54:01,"Bruno Lima","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100002038601296/posts/731164330294847,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 04:47:39,"Magno F. Dos Santos","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100004091841212/posts/580535835426139,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 03:12:14,"Italo Celis Reategui","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/659546020/posts/10152393753631021,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 03:01:35,"Bucear PARA Conservar","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/173175669468901/posts/668727713247025,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-12-04 03:00:56,"Yemay Toro Lopez","New-World Wildlife & #Birding | America & Neotropical",,"",https://www.facebook.com/100003644217624/posts/576041765860625,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","51997185","","",537381002784808960,"",,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","125297540","","",537316652686540800,"",,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Bluesky post,2014-11-25 18:20:32,"Joseph W. Brown",,,"",https://bsky.app/profile/did:plc:k2zmszmwbgtc6pck4bqavkb2/post/3lafdetxaky2s,Positive,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Blog post,2014-11-23 18:10:00,"Species New to Science","[Ornithology • 2014] A Comprehensive Multilocus Phylogeny of the Neotropical cotingas (Cotingidae, Aves) with A Comparative Evolutionary Analysis of Breeding System and Plumage Dimorphism and A revised Phylogenetic Classification",,"",http://novataxa.blogspot.com/2014/11/cotingidae-phylogeny.html,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-11-22 17:23:15,"Jacob Berv","A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a...",,"",https://www.facebook.com/1087050075/posts/10203480111898584,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-11-21 15:05:20,"Andy Gray","Science News",,"",https://www.facebook.com/729375114/posts/10152820749130115,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-10-31 15:09:39,"Juan Gabriel Vasquez Soto","A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a...",,"",https://www.facebook.com/100000947441225/posts/10152844787889650,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","175464033","","",524522132249014272,"",Neutral positive,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
News story,2014-10-21 10:01:02,"Sci-News","Ornithologists Map Family Tree of Mysterious Cotinga Birds",United States,"",http://www.sci-news.com/biology/science-family-tree-cotinga-birds-02218.html,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Blog post,2014-10-17 11:42:00,"Futurity","How 60 of the weirdest birds are related",,"",http://www.futurity.org/cotingas-birds-phylogeny-785412/,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Facebook post,2014-10-15 22:38:41,"Michelle Ashworth","Science News",,"",https://www.facebook.com/668913074/posts/398288913653593,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","556631066","","",522503687382777857,"",Neutral,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Google+ post,2014-10-15 17:06:53,"Nicolás Diez","Berv, J.S. & Prum, R.O. (2014) A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae...",,"",https://plus.google.com/104301904461877588678/posts/E8x3LGnLRPp,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","1662711277","","",522417233558261761,"",Neutral,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","105230604","","",522353954798469120,"",Neutral,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","1851134198","","",522351972843016192,"",Neutral,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
Blog post,2014-10-15 07:11:00,"Brightsurf Science News and Current Events","New 'tree of life' traces evolution of a mysterious cotinga birds",,"",http://www.brightsurf.com/news/headlines/101767/New_tree_of_life_traces_evolution_of_a_mysterious_cotinga_birds.html,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
News story,2014-10-15 06:23:58,"Health Medicinet","New ‘tree of life’ traces evolution of a mysterious cotinga birds",United States,"",http://healthmedicinet.com/news/new-tree-of-life-traces-evolution-of-a-mysterious-cotinga-birds/,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
X Post,"","416934863","","",522205035087028225,"",Neutral positive,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
News story,2014-10-14 19:26:37,"Science Daily","New 'tree of life' traces evolution of a mysterious cotinga birds",United States,"",http://www.sciencedaily.com/releases/2014/10/141014152637.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily%2Ftop_news+%28ScienceDaily%3A+Top+News%29,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
News story,2014-10-14 19:19:16,"Phys.org","New 'tree of life' traces evolution of a mysterious cotinga birds",United Kingdom,"",http://phys.org/news/2014-10-tree-life-evolution-mysterious-cotinga.html,,"A comprehensive multilocus phylogeny of the Neotropical cotingas (Cotingidae, Aves) with a comparative evolutionary analysis of breeding system and plumage dimorphism and a revised phylogenetic classification","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 3109 Zoology","Yale University",2014-09-16,77,https://www.altmetric.com/details/2687291,10.1016/j.ympev.2014.09.001,,,,25234241,,"",,,,,,"Elsevier BV"
