Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Sentiment Analysis,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN,Publisher Names
News story,2021-11-17 17:10:43,"Lab Manager ","There May Be More Bird Species in the Tropics Than We Know",United States,"",https://www.labmanager.com/news/there-may-be-more-bird-species-in-the-tropics-than-we-know-27078,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","712321440180248577","","",1461016358477451269,"",Positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","1163503772536119296","","",1461016268480425987,"",Positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","72525070","","",1461015954662506503,"",Positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","56302593","","",1461011282111389705,"",Positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","247401930","","",1461010198227832838,"",Positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","48515348","","",1461008064635572227,"",Positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 15:01:31,"Science Daily","There may be more bird species in the tropics than we know",United States,"",https://www.sciencedaily.com/releases/2021/11/211117100131.htm,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 14:12:37,"Bioengineer.org","There may be more bird species in the tropics than we know",United Kingdom,"",https://bioengineer.org/there-may-be-more-bird-species-in-the-tropics-than-we-know/,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 14:10:29,"ScienMag","There may be more bird species in the tropics than we know",United Kingdom,"",https://scienmag.com/there-may-be-more-bird-species-in-the-tropics-than-we-know/,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 14:09:24,"EurekAlert!","There may be more bird species in the tropics than we know",United States,"",https://www.eurekalert.org/news-releases/935194,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 14:08:13,"Mirage News","There may be more bird species in tropics than we know",Australia,"",https://www.miragenews.com/there-may-be-more-bird-species-in-tropics-than-675456/,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 00:00:00,"Phys.org","There may be more bird species in the tropics than we know",United Kingdom,"",https://phys.org/news/2021-11-bird-species-tropics.html,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
News story,2021-11-17 00:00:00,"Newswise","There May Be More Bird Species in The Tropics Than We Know",United States,"",https://www.newswise.com/articles/there-may-be-more-bird-species-in-the-tropics-than-we-know,,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
X Post,"","2207527682","","",1395439176502300675,"",Neutral positive,"Genomic phylogeography of the White-crowned Manakin Pseudopipra pipra (Aves: Pipridae) illuminates a continental-scale radiation out of the Andes","Molecular Phylogenetics & Evolution",,,Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics","City College of New York; Cornell University; National Institute of Amazonian Research; National Museum of Natural History, Washington D.C., United States; The Graduate Center, CUNY; University of Michigan–Ann Arbor; Yale University",2021-05-18,89,https://www.altmetric.com/details/106176541,10.1016/j.ympev.2021.107205,,,,34015448,,"",,,,,,"Elsevier BV"
