pub_date	title	venue	excerpt	citation	url_slug	paper_url
10/11/21	Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary	Ecology and Evolution		"Hughes, J. J., Berv, J. S., Chester, S. G. B., Sargis, E. J., & Field, D. J. (2021). Ecological selectivity and the evolution of mammalian substrate preference across the K-Pg boundary. Ecology and Evolution, 11, 14540-14554. https://doi.org/10.1002/ece3.8114"	Hughes_et_al_2021	http://jakeberv.github.io/files/papers/Hughes_et_al_2021.pdf
